year,ceremony,category,nominee,film,won
1971,Diosas de Plata,Best Picture,El jardín de la tía Isabel,El jardín de la tía Isabel,1
1971,Diosas de Plata,Best Director,Carlos Velo,El jardín de la tía Isabel,1
1971,Diosas de Plata,Best Actor,Jorge Martínez de Hoyos,El jardín de la tía Isabel,1
1971,Diosas de Plata,Best Actress,Patricia Morán,El jardín de la tía Isabel,1
1971,Diosas de Plata,Best Supporting Actor,Claudio Brook,El jardín de la tía Isabel,1
1971,Diosas de Plata,Best Supporting Actress,Pilar Pellicer,El jardín de la tía Isabel,1
1971,Diosas de Plata,Best Screenplay,Carlos Velo,El jardín de la tía Isabel,1
1971,Diosas de Plata,Best Cinematography,Gabriel Figueroa,El jardín de la tía Isabel,1
1972,Diosas de Plata,Best Picture,Macario,Macario,1
1972,Diosas de Plata,Best Director,Roberto Gavaldón,Macario,1
1972,Diosas de Plata,Best Actor,Ignacio López Tarso,Macario,1
1972,Diosas de Plata,Best Actress,Pina Pellicer,Macario,1
1972,Diosas de Plata,Best Supporting Actor,Enrique Lucero,Macario,1
1972,Diosas de Plata,Best Supporting Actress,Consuelo Frank,Macario,1
1972,Diosas de Plata,Best Screenplay,Emilio Carballido,Macario,1
1972,Diosas de Plata,Best Cinematography,Gabriel Figueroa,Macario,1
1973,Diosas de Plata,Best Picture,El topo,El topo,1
1973,Diosas de Plata,Best Director,Alejandro Jodorowsky,El topo,1
1973,Diosas de Plata,Best Actor,Alejandro Jodorowsky,El topo,1
1973,Diosas de Plata,Best Actress,Mara Lorenzio,El topo,1
1973,Diosas de Plata,Best Supporting Actor,Robert John,El topo,1
1973,Diosas de Plata,Best Supporting Actress,Paula Romo,El topo,1
1973,Diosas de Plata,Best Screenplay,Alejandro Jodorowsky,El topo,1
1973,Diosas de Plata,Best Cinematography,Rafael Corkidi,El topo,1
1974,Diosas de Plata,Best Picture,El apando,El apando,1
1974,Diosas de Plata,Best Director,Felipe Cazals,El apando,1
1974,Diosas de Plata,Best Actor,Salvador Sánchez,El apando,1
1974,Diosas de Plata,Best Actress,María Rojo,El apando,1
1974,Diosas de Plata,Best Supporting Actor,Manuel Ojeda,El apando,1
1974,Diosas de Plata,Best Supporting Actress,Rosario Gálvez,El apando,1
1974,Diosas de Plata,Best Screenplay,José Revueltas,El apando,1
1974,Diosas de Plata,Best Cinematography,Alex Phillips Jr.,El apando,1
1975,Diosas de Plata,Best Picture,El profeta Mimí,El profeta Mimí,1
1975,Diosas de Plata,Best Director,Luis Alcoriza,El profeta Mimí,1
1975,Diosas de Plata,Best Actor,David Reynoso,El profeta Mimí,1
1975,Diosas de Plata,Best Actress,Pilar Pellicer,El profeta Mimí,1
1975,Diosas de Plata,Best Supporting Actor,Arturo Castro,El profeta Mimí,1
1975,Diosas de Plata,Best Supporting Actress,Ofelia Guilmáin,El profeta Mimí,1
1975,Diosas de Plata,Best Screenplay,Luis Alcoriza,El profeta Mimí,1
1975,Diosas de Plata,Best Cinematography,Gabriel Figueroa,El profeta Mimí,1
1976,Diosas de Plata,Best Picture,El Santo Oficio,El Santo Oficio,1
1976,Diosas de Plata,Best Director,Arturo Ripstein,El Santo Oficio,1
1976,Diosas de Plata,Best Actor,Claudio Brook,El Santo Oficio,1
1976,Diosas de Plata,Best Actress,Diana Bracho,El Santo Oficio,1
1976,Diosas de Plata,Best Supporting Actor,Wolf Ruvinskis,El Santo Oficio,1
1976,Diosas de Plata,Best Supporting Actress,Malena Doria,El Santo Oficio,1
1976,Diosas de Plata,Best Screenplay,Tomás Pérez Turrent,El Santo Oficio,1
1976,Diosas de Plata,Best Cinematography,Alex Phillips Jr.,El Santo Oficio,1
1977,Diosas de Plata,Best Picture,Canoa,Canoa,1
1977,Diosas de Plata,Best Director,Felipe Cazals,Canoa,1
1977,Diosas de Plata,Best Actor,Ernesto Gómez Cruz,Canoa,1
1977,Diosas de Plata,Best Actress,Dolores Beristáin,Canoa,1
1977,Diosas de Plata,Best Supporting Actor,Salvador Sánchez,Canoa,1
1977,Diosas de Plata,Best Supporting Actress,Delia Casanova,Canoa,1
1977,Diosas de Plata,Best Screenplay,Tomás Pérez Turrent,Canoa,1
1977,Diosas de Plata,Best Cinematography,Alex Phillips Jr.,Canoa,1
1978,Diosas de Plata,Best Picture,El castillo de la pureza,El castillo de la pureza,1
1978,Diosas de Plata,Best Director,Arturo Ripstein,El castillo de la pureza,1
1978,Diosas de Plata,Best Actor,Claudio Brook,El castillo de la pureza,1
1978,Diosas de Plata,Best Actress,Rita Macedo,El castillo de la pureza,1
1978,Diosas de Plata,Best Supporting Actor,Arturo Beristáin,El castillo de la pureza,1
1978,Diosas de Plata,Best Supporting Actress,Diana Bracho,El castillo de la pureza,1
1978,Diosas de Plata,Best Screenplay,José Emilio Pacheco,El castillo de la pureza,1
1978,Diosas de Plata,Best Cinematography,Alex Phillips Jr.,El castillo de la pureza,1
1979,Diosas de Plata,Best Picture,Maten al León,Maten al León,1
1979,Diosas de Plata,Best Director,José Estrada,Maten al León,1
1979,Diosas de Plata,Best Actor,Gonzalo Vega,Maten al León,1
1979,Diosas de Plata,Best Actress,Sonia Infante,Maten al León,1
1979,Diosas de Plata,Best Supporting Actor,Héctor Ortega,Maten al León,1
1979,Diosas de Plata,Best Supporting Actress,Meche Carreño,Maten al León,1
1979,Diosas de Plata,Best Screenplay,Jorge Ibargüengoitia,Maten al León,1
1979,Diosas de Plata,Best Cinematography,Alex Phillips Jr.,Maten al León,1
1980,Diosas de Plata,Best Picture,El castor furioso,El castor furioso,1
1980,Diosas de Plata,Best Director,Emilio Fernández,El castor furioso,1
1980,Diosas de Plata,Best Actor,Jorge Martínez de Hoyos,El castor furioso,1
1980,Diosas de Plata,Best Actress,Katy Jurado,El castor furioso,1
1980,Diosas de Plata,Best Supporting Actor,Wolf Ruvinskis,El castor furioso,1
1980,Diosas de Plata,Best Supporting Actress,Columba Domínguez,El castor furioso,1
1980,Diosas de Plata,Best Screenplay,Emilio Fernández,El castor furioso,1
1980,Diosas de Plata,Best Cinematography,Gabriel Figueroa,El castor furioso,1
1981,Diosas de Plata,Best Picture,El apando,El apando,1
1981,Diosas de Plata,Best Director,Felipe Cazals,El apando,1
1981,Diosas de Plata,Best Actor,Salvador Sánchez,El apando,1
1981,Diosas de Plata,Best Actress,María Rojo,El apando,1
1981,Diosas de Plata,Best Supporting Actor,Manuel Ojeda,El apando,1
1981,Diosas de Plata,Best Supporting Actress,Rosario Gálvez,El apando,1
1981,Diosas de Plata,Best Screenplay,José Revueltas,El apando,1
1981,Diosas de Plata,Best Cinematography,Alex Phillips Jr.,El apando,1
1982,Diosas de Plata,Best Picture,Canoa,Canoa,1
1982,Diosas de Plata,Best Director,Felipe Cazals,Canoa,1
1982,Diosas de Plata,Best Actor,Ernesto Gómez Cruz,Canoa,1
1982,Diosas de Plata,Best Actress,María Rojo,Canoa,1
1982,Diosas de Plata,Best Supporting Actor,Salvador Sánchez,Canoa,1
1982,Diosas de Plata,Best Supporting Actress,Delia Casanova,Canoa,1
1982,Diosas de Plata,Best Screenplay,Tomás Pérez Turrent,Canoa,1
1982,Diosas de Plata,Best Cinematography,Alex Phillips Jr.,Canoa,1
1983,Diosas de Plata,Best Picture,Eréndira,Eréndira,1
1983,Diosas de Plata,Best Director,Ruy Guerra,Eréndira,1
1983,Diosas de Plata,Best Actor,Pedro Armendáriz Jr.,Eréndira,1
1983,Diosas de Plata,Best Actress,Irene Papas,Eréndira,1
1983,Diosas de Plata,Best Supporting Actor,Michel Lonsdale,Eréndira,1
1983,Diosas de Plata,Best Supporting Actress,Rufus,Eréndira,1
1983,Diosas de Plata,Best Screenplay,Gabriel García Márquez,Eréndira,1
1983,Diosas de Plata,Best Cinematography,Denys Clerval,Eréndira,1
1984,Diosas de Plata,Best Picture,El norte,El norte,1
1984,Diosas de Plata,Best Director,Gregory Nava,El norte,1
1984,Diosas de Plata,Best Actor,David Villalpando,El norte,1
1984,Diosas de Plata,Best Actress,Zaide Silvia Gutiérrez,El norte,1
1984,Diosas de Plata,Best Supporting Actor,Ernesto Cruz,El norte,1
1984,Diosas de Plata,Best Supporting Actress,Lupe Ontiveros,El norte,1
1984,Diosas de Plata,Best Screenplay,Gregory Nava,El norte,1
1984,Diosas de Plata,Best Cinematography,James Glennon,El norte,1
1985,Diosas de Plata,Best Picture,Bajo el volcán,Bajo el volcán,1
1985,Diosas de Plata,Best Director,John Huston,Bajo el volcán,1
1985,Diosas de Plata,Best Actor,Albert Finney,Bajo el volcán,1
1985,Diosas de Plata,Best Actress,Jacqueline Bisset,Bajo el volcán,1
1985,Diosas de Plata,Best Supporting Actor,Arnoldo Martínez,Bajo el volcán,1
1985,Diosas de Plata,Best Supporting Actress,Katy Jurado,Bajo el volcán,1
1985,Diosas de Plata,Best Screenplay,Guy Gallo,Bajo el volcán,1
1985,Diosas de Plata,Best Cinematography,Gabriel Figueroa,Bajo el volcán,1
1986,Diosas de Plata,Best Picture,El imperio de la fortuna,El imperio de la fortuna,1
1986,Diosas de Plata,Best Director,Arturo Ripstein,El imperio de la fortuna,1
1986,Diosas de Plata,Best Actor,Ernesto Gómez Cruz,El imperio de la fortuna,1
1986,Diosas de Plata,Best Actress,Blanca Guerra,El imperio de la fortuna,1
1986,Diosas de Plata,Best Supporting Actor,Alejandro Parodi,El imperio de la fortuna,1
1986,Diosas de Plata,Best Supporting Actress,Zaide Silvia Gutiérrez,El imperio de la fortuna,1
1986,Diosas de Plata,Best Screenplay,Paz Alicia Garciadiego,El imperio de la fortuna,1
1986,Diosas de Plata,Best Cinematography,Ángel Goded,El imperio de la fortuna,1
1987,Diosas de Plata,Best Picture,"Frida, naturaleza viva","Frida, naturaleza viva",1
1987,Diosas de Plata,Best Director,Paul Leduc,"Frida, naturaleza viva",1
1987,Diosas de Plata,Best Actor,Héctor Ortega,"Frida, naturaleza viva",1
1987,Diosas de Plata,Best Actress,Ofelia Medina,"Frida, naturaleza viva",1
1987,Diosas de Plata,Best Supporting Actor,Claudio Brook,"Frida, naturaleza viva",1
1987,Diosas de Plata,Best Supporting Actress,Max Kerlow,"Frida, naturaleza viva",1
1987,Diosas de Plata,Best Screenplay,Paul Leduc,"Frida, naturaleza viva",1
1987,Diosas de Plata,Best Cinematography,Ángel Goded,"Frida, naturaleza viva",1
1988,Diosas de Plata,Best Picture,Lo del César,Lo del César,1
1988,Diosas de Plata,Best Director,Arturo Ripstein,Principio y Fin,1
1988,Diosas de Plata,Best Actor,Gonzalo Vega,Lo del César,1
1988,Diosas de Plata,Best Actress,Dolores Heredia,Lo del César,1
1988,Diosas de Plata,Best Supporting Actor,Salvador Sánchez,Lo del César,1
1988,Diosas de Plata,Best Supporting Actress,Blanca Guerra,Lo del César,1
1988,Diosas de Plata,Best Screenplay,Arturo Ripstein,Lo del César,1
1988,Diosas de Plata,Best Cinematography,Guillermo Granillo,Lo del César,1
1989,Diosas de Plata,Best Picture,El cometa,El cometa,1
1989,Diosas de Plata,Best Director,María Novaro,Lola,1
1989,Diosas de Plata,Best Actor,José Alonso,El cometa,1
1989,Diosas de Plata,Best Actress,Leticia Perdigón,Lola,1
1989,Diosas de Plata,Best Supporting Actor,Pedro Armendáriz Jr.,El cometa,1
1989,Diosas de Plata,Best Supporting Actress,Margarita Isabel,El cometa,1
1989,Diosas de Plata,Best Screenplay,Joaquín Bestard,El cometa,1
1989,Diosas de Plata,Best Cinematography,Rodrigo Prieto,El cometa,1
1990,Diosas de Plata,Best Picture,Rojo amanecer,Rojo amanecer,1
1990,Diosas de Plata,Best Director,Jorge Fons,Rojo amanecer,1
1990,Diosas de Plata,Best Actor,Héctor Bonilla,Rojo amanecer,1
1990,Diosas de Plata,Best Actress,María Rojo,Rojo amanecer,1
1990,Diosas de Plata,Best Supporting Actor,Ernesto Gómez Cruz,Rojo amanecer,1
1990,Diosas de Plata,Best Supporting Actress,Adriana Roel,Rojo amanecer,1
1990,Diosas de Plata,Best Screenplay,Xavier Robles,Rojo amanecer,1
1990,Diosas de Plata,Best Cinematography,Miguel Garzón,Rojo amanecer,1
1991,Diosas de Plata,Best Picture,Ángel de fuego,Ángel de fuego,1
1991,Diosas de Plata,Best Director,Dana Rotberg,Ángel de fuego,1
1991,Diosas de Plata,Best Actor,Roberto Sosa,Ángel de fuego,1
1991,Diosas de Plata,Best Actress,Evangelina Sosa,Ángel de fuego,1
1991,Diosas de Plata,Best Supporting Actor,Pedro Armendáriz Jr.,Ángel de fuego,1
1991,Diosas de Plata,Best Supporting Actress,Dolores Beristáin,Ángel de fuego,1
1991,Diosas de Plata,Best Screenplay,Dana Rotberg,Ángel de fuego,1
1991,Diosas de Plata,Best Cinematography,Rodrigo Prieto,Ángel de fuego,1
1992,Diosas de Plata,Best Picture,Rojo amanecer,Rojo amanecer,1
1992,Diosas de Plata,Best Director,Jorge Fons,Rojo amanecer,1
1992,Diosas de Plata,Best Actor,Héctor Bonilla,Rojo amanecer,1
1992,Diosas de Plata,Best Actress,María Rojo,Rojo amanecer,1
1992,Diosas de Plata,Best Supporting Actor,Eduardo Palomo,Rojo amanecer,1
1992,Diosas de Plata,Best Supporting Actress,Leticia Lupercio,Rojo amanecer,1
1992,Diosas de Plata,Best Screenplay,Xavier Robles,Rojo amanecer,1
1992,Diosas de Plata,Best Cinematography,Miguel Garzón,Rojo amanecer,1
1993,Diosas de Plata,Best Picture,Sólo con tu pareja,Sólo con tu pareja,1
1993,Diosas de Plata,Best Director,Alfonso Cuarón,Sólo con tu pareja,1
1993,Diosas de Plata,Best Actor,Daniel Giménez Cacho,Sólo con tu pareja,1
1993,Diosas de Plata,Best Actress,Claudia Ramírez,Sólo con tu pareja,1
1993,Diosas de Plata,Best Supporting Actor,Luis de Icaza,Sólo con tu pareja,1
1993,Diosas de Plata,Best Supporting Actress,Astrid Hadad,Sólo con tu pareja,1
1993,Diosas de Plata,Best Screenplay,Alfonso Cuarón,Sólo con tu pareja,1
1993,Diosas de Plata,Best Cinematography,Emmanuel Lubezki,Sólo con tu pareja,1
1994,Diosas de Plata,Best Picture,Como agua para chocolate,Como agua para chocolate,1
1994,Diosas de Plata,Best Director,Alfonso Arau,Como agua para chocolate,1
1994,Diosas de Plata,Best Actor,Alfredo Macías,Como agua para chocolate,1
1994,Diosas de Plata,Best Actress,Lumi Cavazos,Como agua para chocolate,1
1994,Diosas de Plata,Best Supporting Actor,Mario Iván Martínez,Como agua para chocolate,1
1994,Diosas de Plata,Best Supporting Actress,Regina Torné,Como agua para chocolate,1
1994,Diosas de Plata,Best Screenplay,Laura Esquivel,Como agua para chocolate,1
1994,Diosas de Plata,Best Cinematography,Emmanuel Lubezki,Como agua para chocolate,1
1995,Diosas de Plata,Best Picture,Cronos,Cronos,1
1995,Diosas de Plata,Best Director,Guillermo del Toro,Cronos,1
1995,Diosas de Plata,Best Actor,Federico Luppi,Cronos,1
1995,Diosas de Plata,Best Actress,Tamara Shanath,Cronos,1
1995,Diosas de Plata,Best Supporting Actor,Ron Perlman,Cronos,1
1995,Diosas de Plata,Best Supporting Actress,Margarita Isabel,Cronos,1
1995,Diosas de Plata,Best Screenplay,Guillermo del Toro,Cronos,1
1995,Diosas de Plata,Best Cinematography,Guillermo Navarro,Cronos,1
1996,Diosas de Plata,Best Picture,El callejón de los milagros,El callejón de los milagros,1
1996,Diosas de Plata,Best Director,Jorge Fons,El callejón de los milagros,1
1996,Diosas de Plata,Best Actor,Ernesto Gómez Cruz,El callejón de los milagros,1
1996,Diosas de Plata,Best Actress,Salma Hayek,El callejón de los milagros,1
1996,Diosas de Plata,Best Supporting Actor,Bruno Bichir,El callejón de los milagros,1
1996,Diosas de Plata,Best Supporting Actress,María Rojo,El callejón de los milagros,1
1996,Diosas de Plata,Best Screenplay,Vicente Leñero,El callejón de los milagros,1
1996,Diosas de Plata,Best Cinematography,Carlos Marcovich,El callejón de los milagros,1
1997,Diosas de Plata,Best Picture,Cilantro y Perejil,Cilantro y Perejil,1
1997,Diosas de Plata,Best Director,Rafael Montero,Cilantro y Perejil,1
1997,Diosas de Plata,Best Actor,Ernesto Laguardia,Cilantro y Perejil,1
1997,Diosas de Plata,Best Actress,Diana Bracho,Cilantro y Perejil,1
1997,Diosas de Plata,Best Supporting Actor,Bruno Bichir,Cilantro y Perejil,1
1997,Diosas de Plata,Best Supporting Actress,Claudia Ramírez,Cilantro y Perejil,1
1997,Diosas de Plata,Best Screenplay,Rafael Montero,Cilantro y Perejil,1
1997,Diosas de Plata,Best Cinematography,Federico Martínez Terrazas,Cilantro y Perejil,1
1998,Diosas de Plata,Best Picture,El evangelio de las maravillas,El evangelio de las maravillas,1
1998,Diosas de Plata,Best Director,Arturo Ripstein,El evangelio de las maravillas,1
1998,Diosas de Plata,Best Actor,Ernesto Gómez Cruz,El evangelio de las maravillas,1
1998,Diosas de Plata,Best Actress,Katy Jurado,El evangelio de las maravillas,1
1998,Diosas de Plata,Best Supporting Actor,Bruno Bichir,El evangelio de las maravillas,1
1998,Diosas de Plata,Best Supporting Actress,Delia Casanova,El evangelio de las maravillas,1
1998,Diosas de Plata,Best Screenplay,Paz Alicia Garciadiego,El evangelio de las maravillas,1
1998,Diosas de Plata,Best Cinematography,Guillermo Granillo,El evangelio de las maravillas,1
1999,Diosas de Plata,Best Picture,Central do Brasil,Central do Brasil,1
1999,Diosas de Plata,Best Director,Walter Salles,Central do Brasil,1
1999,Diosas de Plata,Best Actor,Fernanda Montenegro,Central do Brasil,1
1999,Diosas de Plata,Best Actress,Fernanda Montenegro,Central do Brasil,1
1999,Diosas de Plata,Best Supporting Actor,Vinicius de Oliveira,Central do Brasil,1
1999,Diosas de Plata,Best Supporting Actress,Marilia Pera,Central do Brasil,1
1999,Diosas de Plata,Best Screenplay,Marcos Bernstein,Central do Brasil,1
1999,Diosas de Plata,Best Cinematography,Walter Carvalho,Central do Brasil,1
2000,Diosas de Plata,Best Picture,Todo el poder,Todo el poder,1
2000,Diosas de Plata,Best Director,Fernando Sariñana,Todo el poder,1
2000,Diosas de Plata,Best Actor,Demián Bichir,Todo el poder,1
2000,Diosas de Plata,Best Actress,Cecilia Suárez,Todo el poder,1
2000,Diosas de Plata,Best Supporting Actor,Luis Felipe Tovar,Todo el poder,1
2000,Diosas de Plata,Best Supporting Actress,Dolores Heredia,Todo el poder,1
2000,Diosas de Plata,Best Screenplay,Fernando Sariñana,Todo el poder,1
2000,Diosas de Plata,Best Cinematography,Xavier Pérez Grobet,Todo el poder,1
2001,Diosas de Plata,Best Picture,La ley de Herodes,La ley de Herodes,1
2001,Diosas de Plata,Best Director,Luis Estrada,La ley de Herodes,1
2001,Diosas de Plata,Best Actor,Damián Alcázar,La ley de Herodes,1
2001,Diosas de Plata,Best Actress,Leticia Huijara,La ley de Herodes,1
2001,Diosas de Plata,Best Supporting Actor,Pedro Armendáriz Jr.,La ley de Herodes,1
2001,Diosas de Plata,Best Supporting Actress,Isela Vega,La ley de Herodes,1
2001,Diosas de Plata,Best Screenplay,Luis Estrada,La ley de Herodes,1
2001,Diosas de Plata,Best Cinematography,Norman Christianson,La ley de Herodes,1
2002,Diosas de Plata,Best Picture,Amores Perros,Amores Perros,1
2002,Diosas de Plata,Best Director,Alejandro González Iñárritu,Amores Perros,1
2002,Diosas de Plata,Best Actor,Emilio Echevarría,Amores Perros,1
2002,Diosas de Plata,Best Actress,Vanessa Bauche,Amores Perros,1
2002,Diosas de Plata,Best Supporting Actor,Gael García Bernal,Amores Perros,1
2002,Diosas de Plata,Best Supporting Actress,Adriana Barraza,Amores Perros,1
2002,Diosas de Plata,Best Screenplay,Guillermo Arriaga,Amores Perros,1
2002,Diosas de Plata,Best Cinematography,Rodrigo Prieto,Amores Perros,1
2003,Diosas de Plata,Best Picture,Y tu mamá también,Y tu mamá también,1
2003,Diosas de Plata,Best Director,Alfonso Cuarón,Y tu mamá también,1
2003,Diosas de Plata,Best Actor,Gael García Bernal,Y tu mamá también,1
2003,Diosas de Plata,Best Actress,Maribel Verdú,Y tu mamá también,1
2003,Diosas de Plata,Best Supporting Actor,Diego Luna,Y tu mamá también,1
2003,Diosas de Plata,Best Supporting Actress,Carla Demuth,Y tu mamá también,1
2003,Diosas de Plata,Best Screenplay,Alfonso Cuarón,Y tu mamá también,1
2003,Diosas de Plata,Best Cinematography,Emmanuel Lubezki,Y tu mamá también,1
2004,Diosas de Plata,Best Picture,El crimen del Padre Amaro,El crimen del Padre Amaro,1
2004,Diosas de Plata,Best Director,Carlos Carrera,El crimen del Padre Amaro,1
2004,Diosas de Plata,Best Actor,Gael García Bernal,El crimen del Padre Amaro,1
2004,Diosas de Plata,Best Actress,Ana Claudia Talancón,El crimen del Padre Amaro,1
2004,Diosas de Plata,Best Supporting Actor,Damián Alcázar,El crimen del Padre Amaro,1
2004,Diosas de Plata,Best Supporting Actress,Angélica Aragón,El crimen del Padre Amaro,1
2004,Diosas de Plata,Best Screenplay,Vicente Leñero,El crimen del Padre Amaro,1
2004,Diosas de Plata,Best Cinematography,Néstor Almendros,El crimen del Padre Amaro,1
2005,Diosas de Plata,Best Picture,Temporada de Patos,Temporada de Patos,1
2005,Diosas de Plata,Best Director,Fernando Eimbcke,Temporada de Patos,1
2005,Diosas de Plata,Best Actor,Enrique Arreola,Temporada de Patos,1
2005,Diosas de Plata,Best Actress,Danny Perea,Temporada de Patos,1
2005,Diosas de Plata,Best Supporting Actor,Diego Cataño,Temporada de Patos,1
2005,Diosas de Plata,Best Supporting Actress,Carolina Politi,Temporada de Patos,1
2005,Diosas de Plata,Best Screenplay,Fernando Eimbcke,Temporada de Patos,1
2005,Diosas de Plata,Best Cinematography,María Secco,Temporada de Patos,1
2006,Diosas de Plata,Best Picture,Batalla en el cielo,Batalla en el cielo,1
2006,Diosas de Plata,Best Director,Carlos Reygadas,Batalla en el cielo,1
2006,Diosas de Plata,Best Actor,Marcos Hernández,Batalla en el cielo,1
2006,Diosas de Plata,Best Actress,Anapola Mushkadiz,Batalla en el cielo,1
2006,Diosas de Plata,Best Supporting Actor,Berta Ruiz,Batalla en el cielo,1
2006,Diosas de Plata,Best Supporting Actress,Rosalinda Ramirez,Batalla en el cielo,1
2006,Diosas de Plata,Best Screenplay,Carlos Reygadas,Batalla en el cielo,1
2006,Diosas de Plata,Best Cinematography,Diego Martínez Vignatti,Batalla en el cielo,1
2007,Diosas de Plata,Best Picture,El violin,El violin,1
2007,Diosas de Plata,Best Director,Francisco Vargas,El violin,1
2007,Diosas de Plata,Best Actor,Angel Tavira,El violin,1
2007,Diosas de Plata,Best Actress,Ana Ofelia Murguia,El violin,1
2007,Diosas de Plata,Best Supporting Actor,Dagoberto Gama,El violin,1
2007,Diosas de Plata,Best Supporting Actress,Yolanda García Serrano,El violin,1
2007,Diosas de Plata,Best Screenplay,Francisco Vargas,El violin,1
